message_id,channel_name,class_name,confidence,image_category,image_path
41452,HakimEthio,person,0.8524,promotional,data/raw/images\HakimEthio\41452.jpg
41452,HakimEthio,person,0.8506,promotional,data/raw/images\HakimEthio\41452.jpg
41452,HakimEthio,tie,0.8167,promotional,data/raw/images\HakimEthio\41452.jpg
41452,HakimEthio,person,0.7948,promotional,data/raw/images\HakimEthio\41452.jpg
41452,HakimEthio,tie,0.6934,promotional,data/raw/images\HakimEthio\41452.jpg
41452,HakimEthio,tie,0.4568,promotional,data/raw/images\HakimEthio\41452.jpg
41452,HakimEthio,tie,0.3754,promotional,data/raw/images\HakimEthio\41452.jpg
41452,HakimEthio,tie,0.3537,promotional,data/raw/images\HakimEthio\41452.jpg
41452,HakimEthio,tie,0.309,promotional,data/raw/images\HakimEthio\41452.jpg
41453,HakimEthio,person,0.9167,promotional,data/raw/images\HakimEthio\41453.jpg
41453,HakimEthio,person,0.9074,promotional,data/raw/images\HakimEthio\41453.jpg
41453,HakimEthio,tie,0.7448,promotional,data/raw/images\HakimEthio\41453.jpg
41453,HakimEthio,book,0.4117,promotional,data/raw/images\HakimEthio\41453.jpg
41454,HakimEthio,person,0.9029,promotional,data/raw/images\HakimEthio\41454.jpg
41454,HakimEthio,person,0.9017,promotional,data/raw/images\HakimEthio\41454.jpg
41454,HakimEthio,tie,0.5126,promotional,data/raw/images\HakimEthio\41454.jpg
41454,HakimEthio,tie,0.494,promotional,data/raw/images\HakimEthio\41454.jpg
41455,HakimEthio,person,0.7088,promotional,data/raw/images\HakimEthio\41455.jpg
41455,HakimEthio,person,0.6849,promotional,data/raw/images\HakimEthio\41455.jpg
41455,HakimEthio,person,0.6622,promotional,data/raw/images\HakimEthio\41455.jpg
41455,HakimEthio,person,0.6431,promotional,data/raw/images\HakimEthio\41455.jpg
41455,HakimEthio,person,0.6246,promotional,data/raw/images\HakimEthio\41455.jpg
41455,HakimEthio,tie,0.6084,promotional,data/raw/images\HakimEthio\41455.jpg
41455,HakimEthio,person,0.5892,promotional,data/raw/images\HakimEthio\41455.jpg
41455,HakimEthio,person,0.5429,promotional,data/raw/images\HakimEthio\41455.jpg
41455,HakimEthio,person,0.5411,promotional,data/raw/images\HakimEthio\41455.jpg
41455,HakimEthio,person,0.4853,promotional,data/raw/images\HakimEthio\41455.jpg
41455,HakimEthio,person,0.4766,promotional,data/raw/images\HakimEthio\41455.jpg
41455,HakimEthio,tie,0.4674,promotional,data/raw/images\HakimEthio\41455.jpg
41455,HakimEthio,person,0.46,promotional,data/raw/images\HakimEthio\41455.jpg
41455,HakimEthio,tie,0.4544,promotional,data/raw/images\HakimEthio\41455.jpg
41455,HakimEthio,person,0.432,promotional,data/raw/images\HakimEthio\41455.jpg
41455,HakimEthio,person,0.3968,promotional,data/raw/images\HakimEthio\41455.jpg
41455,HakimEthio,person,0.3524,promotional,data/raw/images\HakimEthio\41455.jpg
41455,HakimEthio,person,0.3427,promotional,data/raw/images\HakimEthio\41455.jpg
41455,HakimEthio,person,0.3329,promotional,data/raw/images\HakimEthio\41455.jpg
41456,HakimEthio,person,0.9326,promotional,data/raw/images\HakimEthio\41456.jpg
41456,HakimEthio,tie,0.5756,promotional,data/raw/images\HakimEthio\41456.jpg
41457,HakimEthio,person,0.6034,promotional,data/raw/images\HakimEthio\41457.jpg
41457,HakimEthio,person,0.5987,promotional,data/raw/images\HakimEthio\41457.jpg
41457,HakimEthio,tv,0.3741,promotional,data/raw/images\HakimEthio\41457.jpg
41458,HakimEthio,person,0.5397,promotional,data/raw/images\HakimEthio\41458.jpg
41458,HakimEthio,person,0.5008,promotional,data/raw/images\HakimEthio\41458.jpg
41458,HakimEthio,bottle,0.3843,promotional,data/raw/images\HakimEthio\41458.jpg
41461,HakimEthio,person,0.8525,promotional,data/raw/images\HakimEthio\41461.jpg
41461,HakimEthio,person,0.7213,promotional,data/raw/images\HakimEthio\41461.jpg
41461,HakimEthio,person,0.7043,promotional,data/raw/images\HakimEthio\41461.jpg
41462,HakimEthio,person,0.6539,promotional,data/raw/images\HakimEthio\41462.jpg
41462,HakimEthio,person,0.6021,promotional,data/raw/images\HakimEthio\41462.jpg
41462,HakimEthio,person,0.5964,promotional,data/raw/images\HakimEthio\41462.jpg
41463,HakimEthio,person,0.8731,promotional,data/raw/images\HakimEthio\41463.jpg
41463,HakimEthio,person,0.863,promotional,data/raw/images\HakimEthio\41463.jpg
41463,HakimEthio,person,0.805,promotional,data/raw/images\HakimEthio\41463.jpg
41463,HakimEthio,person,0.6704,promotional,data/raw/images\HakimEthio\41463.jpg
41463,HakimEthio,person,0.6669,promotional,data/raw/images\HakimEthio\41463.jpg
41463,HakimEthio,tie,0.662,promotional,data/raw/images\HakimEthio\41463.jpg
41463,HakimEthio,person,0.6498,promotional,data/raw/images\HakimEthio\41463.jpg
41463,HakimEthio,person,0.5383,promotional,data/raw/images\HakimEthio\41463.jpg
41463,HakimEthio,person,0.5162,promotional,data/raw/images\HakimEthio\41463.jpg
41463,HakimEthio,tie,0.4713,promotional,data/raw/images\HakimEthio\41463.jpg
41463,HakimEthio,tie,0.413,promotional,data/raw/images\HakimEthio\41463.jpg
41463,HakimEthio,person,0.3808,promotional,data/raw/images\HakimEthio\41463.jpg
41463,HakimEthio,person,0.315,promotional,data/raw/images\HakimEthio\41463.jpg
41464,HakimEthio,person,0.8486,promotional,data/raw/images\HakimEthio\41464.jpg
41464,HakimEthio,person,0.8446,promotional,data/raw/images\HakimEthio\41464.jpg
41464,HakimEthio,person,0.7846,promotional,data/raw/images\HakimEthio\41464.jpg
41464,HakimEthio,person,0.7713,promotional,data/raw/images\HakimEthio\41464.jpg
41464,HakimEthio,person,0.755,promotional,data/raw/images\HakimEthio\41464.jpg
41464,HakimEthio,person,0.7437,promotional,data/raw/images\HakimEthio\41464.jpg
41464,HakimEthio,person,0.6967,promotional,data/raw/images\HakimEthio\41464.jpg
41464,HakimEthio,person,0.6434,promotional,data/raw/images\HakimEthio\41464.jpg
41464,HakimEthio,person,0.6352,promotional,data/raw/images\HakimEthio\41464.jpg
41464,HakimEthio,person,0.5285,promotional,data/raw/images\HakimEthio\41464.jpg
41464,HakimEthio,person,0.4993,promotional,data/raw/images\HakimEthio\41464.jpg
41464,HakimEthio,tie,0.3902,promotional,data/raw/images\HakimEthio\41464.jpg
41464,HakimEthio,person,0.3308,promotional,data/raw/images\HakimEthio\41464.jpg
41465,HakimEthio,person,0.9067,promotional,data/raw/images\HakimEthio\41465.jpg
41465,HakimEthio,person,0.904,promotional,data/raw/images\HakimEthio\41465.jpg
41465,HakimEthio,person,0.8923,promotional,data/raw/images\HakimEthio\41465.jpg
41465,HakimEthio,person,0.8913,promotional,data/raw/images\HakimEthio\41465.jpg
41465,HakimEthio,person,0.8879,promotional,data/raw/images\HakimEthio\41465.jpg
41465,HakimEthio,person,0.8645,promotional,data/raw/images\HakimEthio\41465.jpg
41465,HakimEthio,person,0.625,promotional,data/raw/images\HakimEthio\41465.jpg
41465,HakimEthio,person,0.6014,promotional,data/raw/images\HakimEthio\41465.jpg
41465,HakimEthio,person,0.5915,promotional,data/raw/images\HakimEthio\41465.jpg
41465,HakimEthio,person,0.4876,promotional,data/raw/images\HakimEthio\41465.jpg
41465,HakimEthio,person,0.322,promotional,data/raw/images\HakimEthio\41465.jpg
41466,HakimEthio,person,0.8488,promotional,data/raw/images\HakimEthio\41466.jpg
41466,HakimEthio,person,0.8252,promotional,data/raw/images\HakimEthio\41466.jpg
41466,HakimEthio,person,0.8184,promotional,data/raw/images\HakimEthio\41466.jpg
41466,HakimEthio,person,0.7221,promotional,data/raw/images\HakimEthio\41466.jpg
41466,HakimEthio,person,0.6776,promotional,data/raw/images\HakimEthio\41466.jpg
41466,HakimEthio,person,0.6664,promotional,data/raw/images\HakimEthio\41466.jpg
41466,HakimEthio,person,0.6123,promotional,data/raw/images\HakimEthio\41466.jpg
41466,HakimEthio,person,0.5303,promotional,data/raw/images\HakimEthio\41466.jpg
41466,HakimEthio,person,0.5296,promotional,data/raw/images\HakimEthio\41466.jpg
41466,HakimEthio,person,0.4746,promotional,data/raw/images\HakimEthio\41466.jpg
41466,HakimEthio,person,0.4381,promotional,data/raw/images\HakimEthio\41466.jpg
41466,HakimEthio,tie,0.4298,promotional,data/raw/images\HakimEthio\41466.jpg
41466,HakimEthio,person,0.3909,promotional,data/raw/images\HakimEthio\41466.jpg
41466,HakimEthio,tie,0.3659,promotional,data/raw/images\HakimEthio\41466.jpg
41466,HakimEthio,person,0.363,promotional,data/raw/images\HakimEthio\41466.jpg
41466,HakimEthio,person,0.3207,promotional,data/raw/images\HakimEthio\41466.jpg
41467,HakimEthio,person,0.8888,promotional,data/raw/images\HakimEthio\41467.jpg
41467,HakimEthio,tie,0.8868,promotional,data/raw/images\HakimEthio\41467.jpg
41468,HakimEthio,teddy bear,0.3657,promotional,data/raw/images\HakimEthio\41468.jpg
41468,HakimEthio,person,0.3058,promotional,data/raw/images\HakimEthio\41468.jpg
41469,HakimEthio,person,0.6339,promotional,data/raw/images\HakimEthio\41469.jpg
41469,HakimEthio,person,0.5773,promotional,data/raw/images\HakimEthio\41469.jpg
41470,HakimEthio,person,0.9007,promotional,data/raw/images\HakimEthio\41470.jpg
41470,HakimEthio,tie,0.4361,promotional,data/raw/images\HakimEthio\41470.jpg
41471,HakimEthio,bottle,0.8764,promotional,data/raw/images\HakimEthio\41471.jpg
41472,HakimEthio,none,0.0,other,data/raw/images\HakimEthio\41472.jpg
41473,HakimEthio,none,0.0,other,data/raw/images\HakimEthio\41473.jpg
41474,HakimEthio,person,0.9203,promotional,data/raw/images\HakimEthio\41474.jpg
41474,HakimEthio,tie,0.7671,promotional,data/raw/images\HakimEthio\41474.jpg
41475,HakimEthio,none,0.0,other,data/raw/images\HakimEthio\41475.jpg
41476,HakimEthio,none,0.0,other,data/raw/images\HakimEthio\41476.jpg
41477,HakimEthio,remote,0.4355,promotional,data/raw/images\HakimEthio\41477.jpg
41478,HakimEthio,person,0.9507,promotional,data/raw/images\HakimEthio\41478.jpg
41478,HakimEthio,person,0.874,promotional,data/raw/images\HakimEthio\41478.jpg
41478,HakimEthio,tie,0.8457,promotional,data/raw/images\HakimEthio\41478.jpg
41479,HakimEthio,person,0.8992,promotional,data/raw/images\HakimEthio\41479.jpg
41479,HakimEthio,tie,0.7885,promotional,data/raw/images\HakimEthio\41479.jpg
41479,HakimEthio,suitcase,0.4682,promotional,data/raw/images\HakimEthio\41479.jpg
41479,HakimEthio,handbag,0.3746,promotional,data/raw/images\HakimEthio\41479.jpg
41480,HakimEthio,none,0.0,other,data/raw/images\HakimEthio\41480.jpg
41481,HakimEthio,person,0.9135,promotional,data/raw/images\HakimEthio\41481.jpg
41482,HakimEthio,frisbee,0.3158,promotional,data/raw/images\HakimEthio\41482.jpg
41483,HakimEthio,person,0.921,promotional,data/raw/images\HakimEthio\41483.jpg
41486,HakimEthio,person,0.5716,promotional,data/raw/images\HakimEthio\41486.jpg
41486,HakimEthio,person,0.5503,promotional,data/raw/images\HakimEthio\41486.jpg
41486,HakimEthio,person,0.5177,promotional,data/raw/images\HakimEthio\41486.jpg
41486,HakimEthio,person,0.4954,promotional,data/raw/images\HakimEthio\41486.jpg
41486,HakimEthio,person,0.4842,promotional,data/raw/images\HakimEthio\41486.jpg
41486,HakimEthio,person,0.4819,promotional,data/raw/images\HakimEthio\41486.jpg
41486,HakimEthio,person,0.4731,promotional,data/raw/images\HakimEthio\41486.jpg
41486,HakimEthio,person,0.4627,promotional,data/raw/images\HakimEthio\41486.jpg
41486,HakimEthio,person,0.4291,promotional,data/raw/images\HakimEthio\41486.jpg
41486,HakimEthio,person,0.4277,promotional,data/raw/images\HakimEthio\41486.jpg
41486,HakimEthio,person,0.4238,promotional,data/raw/images\HakimEthio\41486.jpg
41486,HakimEthio,person,0.3687,promotional,data/raw/images\HakimEthio\41486.jpg
41486,HakimEthio,person,0.3579,promotional,data/raw/images\HakimEthio\41486.jpg
41486,HakimEthio,person,0.356,promotional,data/raw/images\HakimEthio\41486.jpg
41486,HakimEthio,person,0.3557,promotional,data/raw/images\HakimEthio\41486.jpg
41486,HakimEthio,person,0.349,promotional,data/raw/images\HakimEthio\41486.jpg
41486,HakimEthio,chair,0.3414,promotional,data/raw/images\HakimEthio\41486.jpg
41486,HakimEthio,chair,0.336,promotional,data/raw/images\HakimEthio\41486.jpg
41486,HakimEthio,person,0.3322,promotional,data/raw/images\HakimEthio\41486.jpg
41486,HakimEthio,person,0.3313,promotional,data/raw/images\HakimEthio\41486.jpg
41486,HakimEthio,chair,0.3169,promotional,data/raw/images\HakimEthio\41486.jpg
41487,HakimEthio,person,0.8412,promotional,data/raw/images\HakimEthio\41487.jpg
41487,HakimEthio,person,0.7892,promotional,data/raw/images\HakimEthio\41487.jpg
41487,HakimEthio,person,0.7443,promotional,data/raw/images\HakimEthio\41487.jpg
41487,HakimEthio,person,0.7419,promotional,data/raw/images\HakimEthio\41487.jpg
41487,HakimEthio,person,0.7412,promotional,data/raw/images\HakimEthio\41487.jpg
41487,HakimEthio,person,0.6626,promotional,data/raw/images\HakimEthio\41487.jpg
41487,HakimEthio,person,0.5385,promotional,data/raw/images\HakimEthio\41487.jpg
41487,HakimEthio,person,0.5199,promotional,data/raw/images\HakimEthio\41487.jpg
41487,HakimEthio,person,0.5196,promotional,data/raw/images\HakimEthio\41487.jpg
41487,HakimEthio,person,0.516,promotional,data/raw/images\HakimEthio\41487.jpg
41487,HakimEthio,person,0.4691,promotional,data/raw/images\HakimEthio\41487.jpg
41487,HakimEthio,person,0.4424,promotional,data/raw/images\HakimEthio\41487.jpg
41487,HakimEthio,person,0.3064,promotional,data/raw/images\HakimEthio\41487.jpg
41487,HakimEthio,person,0.3019,promotional,data/raw/images\HakimEthio\41487.jpg
41488,HakimEthio,person,0.8265,promotional,data/raw/images\HakimEthio\41488.jpg
41488,HakimEthio,person,0.8046,promotional,data/raw/images\HakimEthio\41488.jpg
41488,HakimEthio,person,0.7975,promotional,data/raw/images\HakimEthio\41488.jpg
41488,HakimEthio,person,0.7301,promotional,data/raw/images\HakimEthio\41488.jpg
41488,HakimEthio,person,0.7207,promotional,data/raw/images\HakimEthio\41488.jpg
41488,HakimEthio,person,0.7198,promotional,data/raw/images\HakimEthio\41488.jpg
41488,HakimEthio,person,0.6679,promotional,data/raw/images\HakimEthio\41488.jpg
41488,HakimEthio,person,0.6626,promotional,data/raw/images\HakimEthio\41488.jpg
41488,HakimEthio,person,0.6381,promotional,data/raw/images\HakimEthio\41488.jpg
41488,HakimEthio,person,0.6098,promotional,data/raw/images\HakimEthio\41488.jpg
41488,HakimEthio,person,0.6083,promotional,data/raw/images\HakimEthio\41488.jpg
41488,HakimEthio,person,0.5595,promotional,data/raw/images\HakimEthio\41488.jpg
41488,HakimEthio,person,0.5296,promotional,data/raw/images\HakimEthio\41488.jpg
41488,HakimEthio,person,0.5052,promotional,data/raw/images\HakimEthio\41488.jpg
41488,HakimEthio,tie,0.4777,promotional,data/raw/images\HakimEthio\41488.jpg
41488,HakimEthio,person,0.4514,promotional,data/raw/images\HakimEthio\41488.jpg
41488,HakimEthio,person,0.4199,promotional,data/raw/images\HakimEthio\41488.jpg
41488,HakimEthio,person,0.3984,promotional,data/raw/images\HakimEthio\41488.jpg
41488,HakimEthio,person,0.3882,promotional,data/raw/images\HakimEthio\41488.jpg
41488,HakimEthio,tie,0.3873,promotional,data/raw/images\HakimEthio\41488.jpg
41488,HakimEthio,person,0.3795,promotional,data/raw/images\HakimEthio\41488.jpg
41488,HakimEthio,tie,0.3792,promotional,data/raw/images\HakimEthio\41488.jpg
41488,HakimEthio,person,0.3668,promotional,data/raw/images\HakimEthio\41488.jpg
41488,HakimEthio,tie,0.3047,promotional,data/raw/images\HakimEthio\41488.jpg
41488,HakimEthio,person,0.3044,promotional,data/raw/images\HakimEthio\41488.jpg
41489,HakimEthio,person,0.8783,promotional,data/raw/images\HakimEthio\41489.jpg
41489,HakimEthio,person,0.8178,promotional,data/raw/images\HakimEthio\41489.jpg
41489,HakimEthio,person,0.7824,promotional,data/raw/images\HakimEthio\41489.jpg
41489,HakimEthio,person,0.7801,promotional,data/raw/images\HakimEthio\41489.jpg
41489,HakimEthio,person,0.7799,promotional,data/raw/images\HakimEthio\41489.jpg
41489,HakimEthio,person,0.7768,promotional,data/raw/images\HakimEthio\41489.jpg
41489,HakimEthio,person,0.6886,promotional,data/raw/images\HakimEthio\41489.jpg
41489,HakimEthio,tie,0.6885,promotional,data/raw/images\HakimEthio\41489.jpg
41489,HakimEthio,person,0.6543,promotional,data/raw/images\HakimEthio\41489.jpg
41489,HakimEthio,tie,0.6095,promotional,data/raw/images\HakimEthio\41489.jpg
41489,HakimEthio,person,0.5722,promotional,data/raw/images\HakimEthio\41489.jpg
41489,HakimEthio,tie,0.5122,promotional,data/raw/images\HakimEthio\41489.jpg
41489,HakimEthio,person,0.4997,promotional,data/raw/images\HakimEthio\41489.jpg
41489,HakimEthio,person,0.4359,promotional,data/raw/images\HakimEthio\41489.jpg
41489,HakimEthio,person,0.4332,promotional,data/raw/images\HakimEthio\41489.jpg
41489,HakimEthio,tie,0.3945,promotional,data/raw/images\HakimEthio\41489.jpg
41489,HakimEthio,person,0.393,promotional,data/raw/images\HakimEthio\41489.jpg
41489,HakimEthio,tie,0.322,promotional,data/raw/images\HakimEthio\41489.jpg
41489,HakimEthio,person,0.3032,promotional,data/raw/images\HakimEthio\41489.jpg
41490,HakimEthio,person,0.8568,promotional,data/raw/images\HakimEthio\41490.jpg
41490,HakimEthio,person,0.7755,promotional,data/raw/images\HakimEthio\41490.jpg
41490,HakimEthio,person,0.7576,promotional,data/raw/images\HakimEthio\41490.jpg
41490,HakimEthio,person,0.7514,promotional,data/raw/images\HakimEthio\41490.jpg
41490,HakimEthio,person,0.7242,promotional,data/raw/images\HakimEthio\41490.jpg
41490,HakimEthio,person,0.7024,promotional,data/raw/images\HakimEthio\41490.jpg
41490,HakimEthio,person,0.6602,promotional,data/raw/images\HakimEthio\41490.jpg
41490,HakimEthio,person,0.6089,promotional,data/raw/images\HakimEthio\41490.jpg
41490,HakimEthio,person,0.6058,promotional,data/raw/images\HakimEthio\41490.jpg
41490,HakimEthio,person,0.5558,promotional,data/raw/images\HakimEthio\41490.jpg
41490,HakimEthio,person,0.4306,promotional,data/raw/images\HakimEthio\41490.jpg
41490,HakimEthio,person,0.3697,promotional,data/raw/images\HakimEthio\41490.jpg
41490,HakimEthio,person,0.352,promotional,data/raw/images\HakimEthio\41490.jpg
41490,HakimEthio,person,0.3116,promotional,data/raw/images\HakimEthio\41490.jpg
41491,HakimEthio,person,0.8926,promotional,data/raw/images\HakimEthio\41491.jpg
41491,HakimEthio,person,0.8833,promotional,data/raw/images\HakimEthio\41491.jpg
41491,HakimEthio,person,0.8637,promotional,data/raw/images\HakimEthio\41491.jpg
41491,HakimEthio,person,0.8275,promotional,data/raw/images\HakimEthio\41491.jpg
41491,HakimEthio,person,0.806,promotional,data/raw/images\HakimEthio\41491.jpg
41491,HakimEthio,person,0.74,promotional,data/raw/images\HakimEthio\41491.jpg
41491,HakimEthio,frisbee,0.4192,promotional,data/raw/images\HakimEthio\41491.jpg
41492,HakimEthio,person,0.7402,promotional,data/raw/images\HakimEthio\41492.jpg
41492,HakimEthio,person,0.7303,promotional,data/raw/images\HakimEthio\41492.jpg
41492,HakimEthio,person,0.6883,promotional,data/raw/images\HakimEthio\41492.jpg
41492,HakimEthio,person,0.6191,promotional,data/raw/images\HakimEthio\41492.jpg
41492,HakimEthio,person,0.5648,promotional,data/raw/images\HakimEthio\41492.jpg
41492,HakimEthio,person,0.5646,promotional,data/raw/images\HakimEthio\41492.jpg
41492,HakimEthio,person,0.5583,promotional,data/raw/images\HakimEthio\41492.jpg
41492,HakimEthio,person,0.4156,promotional,data/raw/images\HakimEthio\41492.jpg
41492,HakimEthio,person,0.4043,promotional,data/raw/images\HakimEthio\41492.jpg
41492,HakimEthio,person,0.3973,promotional,data/raw/images\HakimEthio\41492.jpg
41492,HakimEthio,person,0.39,promotional,data/raw/images\HakimEthio\41492.jpg
41492,HakimEthio,person,0.3679,promotional,data/raw/images\HakimEthio\41492.jpg
41492,HakimEthio,person,0.354,promotional,data/raw/images\HakimEthio\41492.jpg
41492,HakimEthio,person,0.3474,promotional,data/raw/images\HakimEthio\41492.jpg
41493,HakimEthio,person,0.8489,promotional,data/raw/images\HakimEthio\41493.jpg
41493,HakimEthio,person,0.837,promotional,data/raw/images\HakimEthio\41493.jpg
41493,HakimEthio,person,0.8333,promotional,data/raw/images\HakimEthio\41493.jpg
41493,HakimEthio,person,0.7334,promotional,data/raw/images\HakimEthio\41493.jpg
41493,HakimEthio,person,0.7257,promotional,data/raw/images\HakimEthio\41493.jpg
41493,HakimEthio,person,0.7255,promotional,data/raw/images\HakimEthio\41493.jpg
41493,HakimEthio,person,0.722,promotional,data/raw/images\HakimEthio\41493.jpg
41493,HakimEthio,person,0.6831,promotional,data/raw/images\HakimEthio\41493.jpg
41493,HakimEthio,person,0.6825,promotional,data/raw/images\HakimEthio\41493.jpg
41493,HakimEthio,person,0.6757,promotional,data/raw/images\HakimEthio\41493.jpg
41493,HakimEthio,person,0.655,promotional,data/raw/images\HakimEthio\41493.jpg
41493,HakimEthio,person,0.6516,promotional,data/raw/images\HakimEthio\41493.jpg
41493,HakimEthio,person,0.6405,promotional,data/raw/images\HakimEthio\41493.jpg
41493,HakimEthio,person,0.5887,promotional,data/raw/images\HakimEthio\41493.jpg
41493,HakimEthio,person,0.522,promotional,data/raw/images\HakimEthio\41493.jpg
41493,HakimEthio,person,0.4887,promotional,data/raw/images\HakimEthio\41493.jpg
41493,HakimEthio,person,0.465,promotional,data/raw/images\HakimEthio\41493.jpg
41493,HakimEthio,person,0.442,promotional,data/raw/images\HakimEthio\41493.jpg
41493,HakimEthio,person,0.3406,promotional,data/raw/images\HakimEthio\41493.jpg
41493,HakimEthio,person,0.3402,promotional,data/raw/images\HakimEthio\41493.jpg
41493,HakimEthio,person,0.3031,promotional,data/raw/images\HakimEthio\41493.jpg
41494,HakimEthio,person,0.9427,promotional,data/raw/images\HakimEthio\41494.jpg
41495,HakimEthio,person,0.9118,promotional,data/raw/images\HakimEthio\41495.jpg
41495,HakimEthio,person,0.8898,promotional,data/raw/images\HakimEthio\41495.jpg
41495,HakimEthio,tie,0.4679,promotional,data/raw/images\HakimEthio\41495.jpg
41495,HakimEthio,book,0.442,promotional,data/raw/images\HakimEthio\41495.jpg
41496,HakimEthio,person,0.9046,promotional,data/raw/images\HakimEthio\41496.jpg
41496,HakimEthio,person,0.8764,promotional,data/raw/images\HakimEthio\41496.jpg
41496,HakimEthio,person,0.854,promotional,data/raw/images\HakimEthio\41496.jpg
41496,HakimEthio,book,0.3131,promotional,data/raw/images\HakimEthio\41496.jpg
41497,HakimEthio,person,0.8813,promotional,data/raw/images\HakimEthio\41497.jpg
41497,HakimEthio,person,0.8526,promotional,data/raw/images\HakimEthio\41497.jpg
41497,HakimEthio,person,0.8494,promotional,data/raw/images\HakimEthio\41497.jpg
41497,HakimEthio,person,0.8376,promotional,data/raw/images\HakimEthio\41497.jpg
41497,HakimEthio,person,0.8338,promotional,data/raw/images\HakimEthio\41497.jpg
41497,HakimEthio,person,0.8259,promotional,data/raw/images\HakimEthio\41497.jpg
41497,HakimEthio,person,0.7821,promotional,data/raw/images\HakimEthio\41497.jpg
41497,HakimEthio,person,0.7349,promotional,data/raw/images\HakimEthio\41497.jpg
41497,HakimEthio,person,0.7278,promotional,data/raw/images\HakimEthio\41497.jpg
41497,HakimEthio,person,0.7245,promotional,data/raw/images\HakimEthio\41497.jpg
41497,HakimEthio,person,0.6713,promotional,data/raw/images\HakimEthio\41497.jpg
41497,HakimEthio,person,0.5975,promotional,data/raw/images\HakimEthio\41497.jpg
41497,HakimEthio,person,0.5701,promotional,data/raw/images\HakimEthio\41497.jpg
41497,HakimEthio,person,0.5374,promotional,data/raw/images\HakimEthio\41497.jpg
41497,HakimEthio,person,0.3783,promotional,data/raw/images\HakimEthio\41497.jpg
41498,HakimEthio,bottle,0.94,promotional,data/raw/images\HakimEthio\41498.jpg
41498,HakimEthio,person,0.9076,promotional,data/raw/images\HakimEthio\41498.jpg
41498,HakimEthio,person,0.8086,promotional,data/raw/images\HakimEthio\41498.jpg
41498,HakimEthio,bottle,0.7975,promotional,data/raw/images\HakimEthio\41498.jpg
41498,HakimEthio,person,0.7649,promotional,data/raw/images\HakimEthio\41498.jpg
41498,HakimEthio,person,0.7583,promotional,data/raw/images\HakimEthio\41498.jpg
41498,HakimEthio,bottle,0.7016,promotional,data/raw/images\HakimEthio\41498.jpg
41498,HakimEthio,person,0.6452,promotional,data/raw/images\HakimEthio\41498.jpg
41498,HakimEthio,person,0.6439,promotional,data/raw/images\HakimEthio\41498.jpg
41498,HakimEthio,person,0.6113,promotional,data/raw/images\HakimEthio\41498.jpg
41498,HakimEthio,tie,0.4681,promotional,data/raw/images\HakimEthio\41498.jpg
41498,HakimEthio,person,0.4099,promotional,data/raw/images\HakimEthio\41498.jpg
41498,HakimEthio,person,0.3328,promotional,data/raw/images\HakimEthio\41498.jpg
41499,HakimEthio,person,0.8442,promotional,data/raw/images\HakimEthio\41499.jpg
41499,HakimEthio,person,0.8086,promotional,data/raw/images\HakimEthio\41499.jpg
41499,HakimEthio,person,0.7999,promotional,data/raw/images\HakimEthio\41499.jpg
41499,HakimEthio,person,0.7816,promotional,data/raw/images\HakimEthio\41499.jpg
41499,HakimEthio,person,0.7706,promotional,data/raw/images\HakimEthio\41499.jpg
41499,HakimEthio,person,0.7702,promotional,data/raw/images\HakimEthio\41499.jpg
41499,HakimEthio,person,0.744,promotional,data/raw/images\HakimEthio\41499.jpg
41499,HakimEthio,person,0.71,promotional,data/raw/images\HakimEthio\41499.jpg
41499,HakimEthio,person,0.6926,promotional,data/raw/images\HakimEthio\41499.jpg
41499,HakimEthio,person,0.6864,promotional,data/raw/images\HakimEthio\41499.jpg
41499,HakimEthio,person,0.6606,promotional,data/raw/images\HakimEthio\41499.jpg
41499,HakimEthio,person,0.6409,promotional,data/raw/images\HakimEthio\41499.jpg
41499,HakimEthio,person,0.6182,promotional,data/raw/images\HakimEthio\41499.jpg
41499,HakimEthio,person,0.578,promotional,data/raw/images\HakimEthio\41499.jpg
41499,HakimEthio,person,0.572,promotional,data/raw/images\HakimEthio\41499.jpg
41499,HakimEthio,tie,0.5627,promotional,data/raw/images\HakimEthio\41499.jpg
41499,HakimEthio,person,0.5259,promotional,data/raw/images\HakimEthio\41499.jpg
41499,HakimEthio,person,0.5082,promotional,data/raw/images\HakimEthio\41499.jpg
41499,HakimEthio,person,0.4732,promotional,data/raw/images\HakimEthio\41499.jpg
41499,HakimEthio,person,0.4317,promotional,data/raw/images\HakimEthio\41499.jpg
41500,HakimEthio,person,0.9138,promotional,data/raw/images\HakimEthio\41500.jpg
41500,HakimEthio,person,0.9037,promotional,data/raw/images\HakimEthio\41500.jpg
41500,HakimEthio,person,0.8061,promotional,data/raw/images\HakimEthio\41500.jpg
41500,HakimEthio,person,0.7247,promotional,data/raw/images\HakimEthio\41500.jpg
41500,HakimEthio,person,0.6365,promotional,data/raw/images\HakimEthio\41500.jpg
41500,HakimEthio,person,0.4962,promotional,data/raw/images\HakimEthio\41500.jpg
41500,HakimEthio,dining table,0.4952,promotional,data/raw/images\HakimEthio\41500.jpg
41500,HakimEthio,person,0.4333,promotional,data/raw/images\HakimEthio\41500.jpg
41500,HakimEthio,person,0.4166,promotional,data/raw/images\HakimEthio\41500.jpg
41500,HakimEthio,person,0.4155,promotional,data/raw/images\HakimEthio\41500.jpg
